SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,METRES,SPECIES,RECRUIT_ORIGIN,RECRUIT_COUNT,DATE,SURVEY,Notes
Campaspe,Campaspe,Bryants,9,L,11,11 to 12,Lolium perenne,Exotic,4,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,W,-1, -1 to 0,Nil,NA,0,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,A,0,0 to 1,Nil,NA,0,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,B,1,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,native,1,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,B,1,1 to 2,Monocot grass exotic,Exotic,2,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,B,1,1 to 2,Vicia spp.,Exotic,1,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,B,1,1 to 2,Medicago spp.,Exotic,2,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,C,2,2 to 3,Vicia spp.,Exotic,1,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,C,2,2 to 3,Medicago spp.,Exotic,2,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,C,2,2 to 3,Oxalis pes-caprae,Exotic,1,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,C,2,2 to 3,Monocot grass exotic,Exotic,2,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,D,3,3 to 4,Monocot grass exotic,Exotic,4,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,D,3,3 to 4,Vicia spp.,Exotic,2,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,D,3,3 to 4,Trifolium arvense var. arvense,Exotic,1,22/08/2017,4,
Campaspe,Campaspe,Bryants,10,E,4,4 to 5,Monocot grass exotic,Exotic,8,22/08/2017,4,
Campaspe,Campaspe,Strathallan,1,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,1,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,1,B,1,1 to 2,Lolium perenne,Exotic,8,23/08/2017,4,
Campaspe,Campaspe,Strathallan,1,B,1,1 to 2,Paspalidium jubiflorum,n,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,1,C,2,2 to 3,Lolium perenne,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Strathallan,2,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,2,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,2,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,2,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,2,D,3,3 to 4,Paspalidium jubiflorum,native,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,2,D,3,3 to 4,Oxalis pes-caprae,Exotic,6,23/08/2017,4,
Campaspe,Campaspe,Strathallan,2,E,4,4 to 5,Oxalis pes-caprae,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Strathallan,3,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,3,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,3,B,1,1 to 2,Lolium perenne,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,3,B,1,1 to 2,Arctotheca calendula,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,3,C,2,2 to 3,Oxalis pes-caprae,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Strathallan,3,C,2,2 to 3,Paspalidium jubiflorum,native,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,3,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,A,0,0 to 1,Sonchus oleraceus,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,A,0,0 to 1,Medicago spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,B,1,1 to 2,Medicago spp.,Exotic,8,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,B,1,1 to 2,Sonchus oleraceus,Exotic,3,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,C,2,2 to 3,Sonchus oleraceus,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,C,2,2 to 3,Medicago spp.,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,C,2,2 to 3,Dicot,Unknown,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,D,3,3 to 4,Sonchus oleraceus,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,D,3,3 to 4,Medicago spp.,Exotic,4,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,D,3,3 to 4,Crassula decumbens var. decumbens,native,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,E,4,4 to 5,Medicago spp.,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Strathallan,4,E,4,4 to 5,Crassula decumbens var. decumbens,native,4,23/08/2017,4,
Campaspe,Campaspe,Strathallan,5,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,5,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,5,B,1,1 to 2,Oxalis pes-caprae,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,5,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,5,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,E,4,4 to 5,Cyperus eragrostis,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,F,5,5 to 6,Lolium perenne,Exotic,10,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,G,6,6 to 7,Lolium perenne,Exotic,5,23/08/2017,4,
Campaspe,Campaspe,Strathallan,6,H,7,7 to 8,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,B,1,1 to 2,Cyperus eragrostis,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,E,4,4 to 5,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,F,5,5 to 6,Cyperus eragrostis,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,G,6,6 to 7,Lolium perenne,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,H,7,7 to 8,Sonchus oleraceus,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,7,I,8,8 to 9,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,C,2,2 to 3,Medicago spp.,Exotic,4,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,C,2,2 to 3,monocot seedling,Unknown,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,D,3,3 to 4,Dicot,Unknown,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,D,3,3 to 4,Medicago spp.,Exotic,15,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,D,3,3 to 4,Sonchus oleraceus,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,E,4,4 to 5,Skipped,,,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,F,5,5 to 6,Crassula decumbens var. decumbens,native,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,F,5,5 to 6,Medicago spp.,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,G,6,6 to 7,Skipped,,,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,H,7,7 to 8,Medicago spp.,Exotic,3,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,H,7,7 to 8,Oxalis pes-caprae,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,H,7,7 to 8,Monocot grass exotic,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,I,8,8 to 9,Skipped,,,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,J,9,9 to 10,Phyla canescens,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,J,9,9 to 10,Oxalis pes-caprae,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,K,10,10 to11,Skipped,,,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,L,11,11 to 12 ,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,M,12,12 to 13,Skipped,,,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,N,13,13 to 14,Poa annua,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,8,O,14,14 to 15,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,E,4,4 to 5,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,F,5,5 to 6,Lachnagrostis filiformis s.l.,native,3,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,G,6,6 to 7,Crassula decumbens var. decumbens,native,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,G,6,6 to 7,Lythrum hyssopifolia,native,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,G,6,6 to 7,Sonchus oleraceus,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,H,7,7 to 8,Medicago polymorpha,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,H,7,7 to 8,Crassula decumbens var. decumbens,native,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,H,7,7 to 8,Lachnagrostis filiformis s.l.,native,2,23/08/2017,4,
Campaspe,Campaspe,Strathallan,9,H,7,7 to 8,Hypochaeris radicata,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Strathallan,10,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,10,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,10,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,10,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,10,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Strathallan,10,E,4,4 to 5,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,E,4,4 to 5,Lolium perenne,Exotic,4,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,F,5,5 to 6,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,G,6,6 to 7,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,H,7,7 to 8,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,1,I,8,8 to 9,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,E,4,4 to 5,Rumex spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,F,5,5 to 6,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,G,6,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,native,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,2,H,7,7 to 8,Rumex brownii,native,10_50,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,E,4,4 to 5,Rumex tenax,native,10_50,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,F,5,5 to 6,Rumex tenax,native,5,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,G,6,6 to 7,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,3,H,7,7 to 8,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,A,0,0 to 1,Sonchus oleraceus,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,B,1,1 to 2,Medicago spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,B,1,1 to 2,Rumex spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,C,2,2 to 3,Oxalis pes-caprae,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,C,2,2 to 3,Sonchus oleraceus,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,C,2,2 to 3,Monocot grass exotic,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Campbells,4,D,3,3 to 4,Sonchus oleraceus,Exotic,4,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,D,3,3 to 4,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,E,4,4 to 5,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,F,5,5 to 6,Lolium perenne,Exotic,10,23/08/2017,4,
Campaspe,Campaspe,Campbells,5,G,6,6 to 7,Lolium perenne,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,A,0,0 to 1,Monocot grass exotic,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,B,1,1 to 2,Oxalis spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,B,1,1 to 2,Hypochaeris radicata,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,B,1,1 to 2,Crassula decumbens var. decumbens,native,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,C,2,2 to 3,Oxalis perennans,native,3,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,D,3,3 to 4,Poa annua,Exotic,5,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,D,3,3 to 4,Oxalis perennans,native,8,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,E,4,4 to 5,Oxalis perennans,native,2,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,F,5,5 to 6,Oxalis perennans,native,3,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,G,6,6 to 7,Oxalis perennans,native,4,23/08/2017,4,
Campaspe,Campaspe,Campbells,6,G,6,6 to 7,Dicot,Unknown,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,D,3,3 to 4,Medicago polymorpha,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,E,4,4 to 5,Oxalis perennans,native,4,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,F,5,5 to 6,Oxalis perennans,native,6,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,G,6,6 to 7,Oxalis perennans,native,6,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,G,6,6 to 7,Medicago polymorpha,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,G,6,6 to 7,Eucalyptus camaldulensis subsp. camaldulensis,native,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,G,6,6 to 7,Monocot grass exotic,Exotic,3,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,H,7,7 to 8,Oxalis perennans,native,12,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,H,7,7 to 8,Medicago polymorpha,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,H,7,7 to 8,Eucalyptus camaldulensis subsp. camaldulensis,native,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,7,H,7,7 to 8,Lactuca serriola,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,D,3,3 to 4,Oxalis perennans,native,2,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,D,3,3 to 4,Lolium perenne,Exotic,10,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,E,4,4 to 5,Oxalis perennans,native,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,E,4,4 to 5,Oxalis pes-caprae,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,F,5,5 to 6,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,G,6,6 to 7,Trifolium arvense var. arvense,,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,H,7,7 to 8,Vicia spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,8,I,8,8 to 9,Lolium perenne,Exotic,10,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,B,1,1 to 2,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,C,2,2 to 3,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,D,3,3 to 4,Lolium perenne,Exotic,4,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,E,4,4 to 5,Lolium perenne,Exotic,8,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,F,5,5 to 6,Lolium perenne,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,G,6,6 to 7,Lolium perenne,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,H,7,7 to 8,Lolium perenne,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Campbells,9,I,8,8 to 9,Lolium perenne,Exotic,10_50,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,W,-1, -1 to 0,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,A,0,0 to 1,Nil,NA,0,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,B,1,1 to 2,Vicia spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,B,1,1 to 2,Medicago spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,B,1,1 to 2,Eucalyptus camaldulensis subsp. camaldulensis,native,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,B,1,1 to 2,Monocot grass exotic,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,C,2,2 to 3,Vicia spp.,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,C,2,2 to 3,Medicago spp.,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,C,2,2 to 3,Oxalis perennans,native,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,C,2,2 to 3,Monocot grass exotic,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,D,3,3 to 4,Monocot grass exotic,Exotic,4,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,D,3,3 to 4,Vicia spp.,Exotic,2,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,D,3,3 to 4,Trifolium arvense var. arvense,Exotic,1,23/08/2017,4,
Campaspe,Campaspe,Campbells,10,E,4,4 to 5,Monocot grass exotic,Exotic,8,23/08/2017,4,
Campaspe,Campaspe,Spencer,1,W,-1, -1 to 0,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,A,0,0 to 1,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,B,1,1 to 2,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,C,2,2 to 3,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,D,3,3 to 4,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,E,4,4 to 5,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,F,5,5 to 6,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,G,6,6 to 7,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,H,7,7 to 8,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,I,8,8 to 9,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,1,J,9,9 to 10,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,W,-1, -1 to 0,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,A,0,0 to 1,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,B,1,1 to 2,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,C,2,2 to 3,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,D,3,3 to 4,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,E,4,4 to 5,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,F,5,5 to 6,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,G,6,6 to 7,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,H,7,7 to 8,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,2,I,8,8 to 9,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,W,-1, -1 to 0,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,A,0,0 to 1,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,B,1,1 to 2,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,C,2,2 to 3,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,D,3,3 to 4,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,E,4,4 to 5,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,F,5,5 to 6,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,G,6,6 to 7,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,H,7,7 to 8,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,I,8,8 to 9,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,J,9,9 to 10,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,K,10,10 to 11,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,L,11,11 to 12,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,M,12,12 to 13,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,3,O,13,13 to 14,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,4,W,-1, -1 to 0,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,4,A,0,0 to 1,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,4,B,1,1 to 2,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,4,C,2,2 to 3,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,4,D,3,3 to 4,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,5,W,-1, -1 to 0,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,5,A,0,0 to 1,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,5,B,1,1 to 2,Nil,NA,0,24/08/2017,4,
Campaspe,Campaspe,Spencer,5,C,2,2 to 3,Nil,NA,0,24/08/2017,4,
